steam_app_id,image_url,brightness,contrast,saturation,dominant_hue
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/header.jpg?t=1702866992,32.97723963599595,61.234595150441,43.19052578361982,170
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/capsule_231x87.jpg?t=1702866992,46.12300343334826,81.78831055491312,27.785589889038167,170
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/extras/BESKRIVNING4.png,1.4440555555555552,16.22203340619163,2.146614583333333,0
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/extras/BESKRIVNING1.png,30.541668154761908,68.07168243577573,68.92479017857143,0
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/extras/BESKRIVNING5.png,25.557496527777776,65.13446715684067,6.6850104166666675,170
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/extras/BESKRIVNING3.png,37.21125595238095,44.55414775842527,79.11767857142857,170
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/extras/BESKRIVNING6.png,40.59772916666667,93.00265705692209,16.35094791666667,0
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/ss_2c6dc8ae40359ce1ef0a21a94ebc7eeeff05e92f.1920x1080.jpg?t=1702866992,4.175166377314815,41.14737879054749,10.1420597029321,0
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/ss_95baa8d4fb0a15945450c96b14ddcfc58b278c22.1920x1080.jpg?t=1702866992,28.638835519547325,36.20771616913974,69.22563705632716,170
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/ss_b81cd3dc65c739424c5cc23b3aa17df36e3cc454.1920x1080.jpg?t=1702866992,7.166550765174897,21.93952475397359,16.77673514660494,0
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/ss_349eb120de5444d7971658775bc3aa6e7da72129.1920x1080.jpg?t=1702866992,25.48999967849794,47.469206751909375,52.60092978395062,0
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/ss_72daaa0ee37ffecaaed290ff739103b917aa02ab.1920x1080.jpg?t=1702866992,2.9713229809670785,27.107791058706493,5.178493441358025,0
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/ss_f8802784eef225948b3b5530fd08a00d0e214cc4.1920x1080.jpg?t=1702866992,15.424492509002059,51.61181536658391,35.13280574845679,0
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/ss_a06725dbf6c1232179f81df788eb6cfad9008b98.1920x1080.jpg?t=1702866992,35.865535461676956,46.9126016047621,75.98064429012345,170
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/ss_2f40ad3013341d75fecf07dbf8451cadae785769.1920x1080.jpg?t=1702866992,4.719468717849794,30.852458200354658,5.96573543595679,0
2532180,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2532180/ss_c565f885398bebc2eca689b757430d67d05fadd4.1920x1080.jpg?t=1702866992,1.418833751286008,22.371268808529376,2.069951774691358,0
